Brand,Body,Mileage,EngineV,Engine Type,Registration,Year,Model,Price
Mercedes-Benz,van,285,2.2,Diesel,yes,2001,Vito,7200
Renault,van,285,1.9,Diesel,yes,2002,Trafic,7200
Volkswagen,van,270,1.9,Diesel,yes,2008,T5 (Transporter),7200
Renault,sedan,69,1.4,Petrol,yes,2012,Symbol,7200
Volkswagen,hatch,127,1.39,Petrol,yes,2007,Polo,7200
Renault,vagon,224,1.5,Diesel,yes,2004,Megane,7200
Mitsubishi,sedan,83,1.6,Other,yes,2007,Lancer,7200
Mitsubishi,sedan,102,1.6,Petrol,yes,2007,Lancer,7200
Mitsubishi,sedan,178,1.6,Petrol,yes,2007,Lancer,7200
Renault,van,1,1.5,Diesel,yes,2012,Kangoo,7200
Renault,van,73,1.5,Diesel,yes,2012,Kangoo,7200
Renault,van,101,1.5,Diesel,yes,2012,Kangoo,7200
Renault,van,123,1.5,Diesel,yes,2012,Kangoo,7200
Renault,van,146,1.5,Diesel,yes,2012,Kangoo,7200
Volkswagen,hatch,159,1.6,Petrol,yes,2007,Golf V,7200
Mercedes-Benz,sedan,312,3.2,Petrol,yes,2000,E-Class,7200
Volkswagen,other,177,1.9,Diesel,yes,2010,Caddy,7200
Audi,sedan,300,NA,Gas,yes,1999,A6,7200
Audi,sedan,250,2.4,Gas,yes,1998,A6,7200
BMW,sedan,448,3,Petrol,yes,1996,730,7200
BMW,sedan,270,3,Diesel,no,2004,530,7200
BMW,sedan,255,2.8,Petrol,yes,1998,328,7200
Renault,sedan,104,1.5,Diesel,yes,2010,Symbol,7199
Volkswagen,van,176,2,Diesel,yes,2005,Caddy,7170
Renault,vagon,1,1.5,Diesel,yes,2005,Megane,7150
Renault,van,142,1.5,Diesel,yes,2012,Kangoo,7150
Renault,van,118,1.5,Diesel,yes,2008,Kangoo,7150
Renault,hatch,127,2,Gas,yes,2006,Laguna,7100
Renault,van,135,1.5,Diesel,yes,2013,Kangoo,7100
Renault,van,171,1.5,Diesel,yes,2013,Kangoo,7100
Renault,van,208,1.5,Diesel,yes,2008,Kangoo,7100
BMW,sedan,313,2,Gas,yes,1997,520,7100
Mercedes-Benz,van,197,2.2,Diesel,yes,2002,Vito,7000
Mercedes-Benz,other,260,2.2,Diesel,yes,2000,Vito,7000
Volkswagen,van,345,1.9,Diesel,yes,2006,T5 (Transporter),7000
Volkswagen,van,350,1,Other,yes,2004,T5 (Transporter),7000
Renault,sedan,110,1.4,Petrol,yes,2012,Symbol,7000
Renault,vagon,231,1.6,Petrol,yes,2008,Scenic,7000
Toyota,crossover,150,2,Petrol,yes,2000,Rav 4,7000
Volkswagen,sedan,185,2.8,Gas,yes,2004,Passat B5,7000
Renault,vagon,280,1.5,Diesel,yes,2005,Megane,7000
Mitsubishi,sedan,133,1.6,Petrol,yes,2008,Lancer,7000
Mitsubishi,sedan,158,1.6,Petrol,yes,2007,Lancer,7000
Mitsubishi,sedan,99,1.6,Petrol,yes,2005,Lancer,7000
Mitsubishi,sedan,180,1.6,Gas,yes,2004,Lancer,7000
Renault,van,210,1.5,Diesel,yes,2005,Kangoo,7000
Mercedes-Benz,sedan,230,2,Gas,yes,2000,E-Class,7000
Mercedes-Benz,sedan,300,4.3,Gas,yes,2000,E-Class,7000
Mercedes-Benz,sedan,370,2.2,Petrol,yes,1995,E-Class,7000
Mercedes-Benz,other,170,2.2,Petrol,no,2001,CLK 220,7000
Toyota,other,220,1.8,Petrol,yes,2001,Celica,7000
Volkswagen,van,250,2,Diesel,yes,2004,Caddy,7000
Audi,vagon,210,3,Diesel,no,2006,A6,7000
Audi,vagon,320,1.9,Diesel,yes,1996,A4,7000
BMW,sedan,227,3,Diesel,no,2004,730,7000
BMW,sedan,338,NA,Petrol,yes,1997,728,7000
BMW,sedan,280,3,Petrol,yes,2001,530,7000
BMW,sedan,400,2.8,Petrol,yes,1998,528,7000
BMW,other,226,2.5,Petrol,yes,1999,525,7000
BMW,sedan,286,2.8,Petrol,yes,2001,520,7000
Mercedes-Benz,sedan,190,2.6,Petrol,yes,2001,210,7000
Audi,other,126,2.6,Petrol,yes,1998,80,7000
Renault,sedan,65,1.4,Petrol,yes,2012,Symbol,6999
Renault,van,173,1.5,Diesel,yes,2006,Scenic,6999
Volkswagen,sedan,248,1.8,Petrol,yes,2002,Passat B5,6999
Mitsubishi,sedan,113,1.5,Petrol,yes,2007,Lancer X,6999
Mitsubishi,sedan,160,2,Petrol,yes,2007,Lancer,6999
Renault,van,222,1.5,Diesel,yes,2009,Kangoo,6999
Volkswagen,hatch,195,1.4,Diesel,yes,2004,Golf V,6999
Mercedes-Benz,sedan,288,3.2,Gas,yes,2001,E-Class,6999
Mercedes-Benz,other,168,2.3,Petrol,yes,2001,CLK 230,6999
Mercedes-Benz,sedan,200,2.6,Gas,yes,2001,C-Class,6999
Mercedes-Benz,sedan,330,2,Petrol,yes,1997,200,6999
Mitsubishi,crossover,225,2.5,Petrol,yes,1997,Pajero,6990
Mercedes-Benz,other,190,2.2,Diesel,yes,1999,Vito,6950
Renault,van,310,2.5,Diesel,yes,2005,Master,6950
Volkswagen,other,217,1.9,Diesel,yes,2006,Caddy,6950
Volkswagen,sedan,132,1.6,Other,yes,2004,Bora,6950
Toyota,sedan,192,2,Petrol,yes,2003,Avensis,6950
BMW,sedan,320,4.4,Gas,yes,1997,740,6950
Toyota,hatch,109,1.3,Gas,yes,2007,Yaris,6900
Toyota,hatch,92,1.3,Petrol,yes,2006,Yaris,6900
Mercedes-Benz,van,200,2.3,Diesel,yes,1999,Vito,6900
Mercedes-Benz,other,311,2.2,Diesel,yes,1999,Vito,6900
Volkswagen,crossover,258,2.5,Diesel,no,2004,Touareg,6900
Renault,hatch,47,1.4,Petrol,yes,2012,Sandero,6900
Volkswagen,hatch,113,1.4,Petrol,yes,2003,Polo,6900
Volkswagen,sedan,320,1.8,Gas,yes,2002,Passat B5,6900
Volkswagen,sedan,256,1.8,Petrol,yes,2002,Passat B5,6900
Volkswagen,sedan,300,1.8,Petrol,yes,1998,Passat B5,6900
Renault,sedan,68,1.5,Diesel,yes,2013,Logan,6900
Mitsubishi,sedan,122,1.6,Petrol,yes,2008,Lancer,6900
Mitsubishi,sedan,190,1.6,Gas,yes,2007,Lancer,6900
Mitsubishi,sedan,118,1.6,Petrol,yes,2007,Lancer,6900
Renault,van,140,1.5,Diesel,yes,2012,Kangoo,6900
Mercedes-Benz,vagon,235,2.9,Diesel,yes,1997,E-Class,6900
Mercedes-Benz,sedan,239,2.3,Petrol,yes,1996,E-Class,6900
Mercedes-Benz,sedan,350,3,Diesel,yes,1994,E-Class,6900
Volkswagen,sedan,160,1.6,Petrol,yes,2003,Bora,6900
Audi,sedan,327,3.7,Petrol,yes,1997,A8,6900
Audi,sedan,250,2.4,Gas,yes,1999,A6,6900
Audi,sedan,360,2.5,Diesel,yes,1997,A6,6900
BMW,sedan,238,3.5,Petrol,yes,1999,535,6900
BMW,sedan,280,2,Gas,yes,2000,320,6900
BMW,vagon,320,2.8,Gas,yes,1997,528,6899
BMW,crossover,242,99.99,Diesel,no,2005,X3,6800
Mercedes-Benz,van,242,2.2,Diesel,yes,1999,Vito,6800
Mercedes-Benz,van,250,1.7,Diesel,yes,2003,Vaneo,6800
Volkswagen,van,325,2.5,Diesel,yes,2001,T4 (Transporter),6800
Renault,sedan,87,1.4,Petrol,yes,2013,Symbol,6800
Volkswagen,vagon,160,2.8,Petrol,yes,2001,Sharan,6800
Volkswagen,sedan,178,NA,Gas,yes,2004,Passat B5,6800
Renault,sedan,219,1.6,Gas,yes,2007,Megane,6800
Renault,sedan,152,1.6,Petrol,yes,2007,Megane,6800
Mitsubishi,sedan,82,2,Petrol,yes,2007,Lancer,6800
Mitsubishi,sedan,170,1.6,Petrol,yes,2004,Lancer,6800
Renault,van,131,1.5,Diesel,yes,2013,Kangoo,6800
Renault,van,119,1.5,Diesel,yes,2012,Kangoo,6800
Renault,van,168,1.5,Diesel,yes,2012,Kangoo,6800
Renault,van,185,1.6,Other,yes,2006,Kangoo,6800
Mercedes-Benz,sedan,286,NA,Other,yes,2000,E-Class,6800
Mercedes-Benz,sedan,235,2.2,Diesel,yes,1999,C-Class,6800
Mercedes-Benz,sedan,186,NA,Petrol,yes,1998,C-Class,6800
Volkswagen,van,170,2,Gas,no,2011,Caddy,6800
Audi,sedan,225,2.4,Gas,yes,1998,A6,6800
BMW,sedan,4,2.8,Gas,yes,1995,528,6800
BMW,sedan,325,NA,Other,no,2005,525,6800
BMW,sedan,297,2.5,Petrol,yes,2000,525,6800
BMW,sedan,230,2,Petrol,yes,1998,520,6800
Renault,van,140,1.5,Diesel,yes,2012,Kangoo,6799
Volkswagen,hatch,1,1.4,Gas,yes,1998,Golf IV,6799
Renault,vagon,1,1.5,Diesel,yes,2004,Scenic,6750
Renault,vagon,214,1.5,Diesel,yes,2004,Megane,6750
Renault,other,110,1.5,Diesel,yes,2012,Kangoo,6750
Renault,van,140,1.5,Diesel,yes,2012,Kangoo,6750
Renault,van,155,1.5,Diesel,yes,2012,Kangoo,6750
Mercedes-Benz,van,1,2.2,Diesel,yes,2004,Vito,6700
Mercedes-Benz,van,310,2.2,Diesel,yes,2001,Vito,6700
Renault,van,220,2,Other,yes,2007,Trafic,6700
Volkswagen,van,300,2.4,Diesel,yes,2000,T4 (Transporter),6700
Volkswagen,van,300,2.5,Diesel,yes,1997,T4 (Transporter),6700
Renault,hatch,96,1.4,Petrol,yes,2010,Sandero,6700
Mitsubishi,sedan,155,1.6,Gas,yes,2007,Lancer,6700
Mitsubishi,sedan,161,1.6,Gas,yes,2006,Lancer,6700
Mitsubishi,sedan,193,1.6,Petrol,yes,2005,Lancer,6700
Renault,van,1,NA,Diesel,yes,2012,Kangoo,6700
Renault,van,102,1.5,Diesel,yes,2012,Kangoo,6700
Renault,van,118,1.5,Diesel,yes,2012,Kangoo,6700
Renault,van,160,1.5,Diesel,yes,2012,Kangoo,6700
Renault,van,216,1.5,Diesel,yes,2010,Kangoo,6700
Volkswagen,van,16,2,Diesel,yes,2005,Caddy,6700
Volkswagen,other,207,1.9,Diesel,yes,2004,Caddy,6700
Audi,sedan,470,2,Diesel,yes,1997,A6,6700
Audi,sedan,340,2.6,Gas,yes,1997,A6,6700
BMW,sedan,370,2,Petrol,yes,1997,320,6700
BMW,sedan,299,2.2,Petrol,yes,2001,523,6699
Mitsubishi,sedan,162,NA,Petrol,yes,2007,Lancer,6666
Renault,hatch,274,1.5,Diesel,yes,2006,Scenic,6650
Renault,vagon,227,1.5,Diesel,yes,2005,Megane,6650
Volkswagen,van,223,1.9,Diesel,yes,2007,Caddy,6650
Renault,van,184,1.5,Diesel,yes,2012,Kangoo,6600
Renault,van,134,1.5,Diesel,yes,2011,Kangoo,6600
Volkswagen,hatch,136,1.4,Gas,yes,2001,Golf IV,6600
Volkswagen,van,240,1.9,Diesel,yes,2008,Caddy,6600
Audi,sedan,360,1.8,Petrol,yes,1998,A6,6600
BMW,sedan,285,2.5,Petrol,yes,1999,525,6600
Audi,sedan,327,4.2,Gas,yes,2000,A8,6557.85
Renault,vagon,180,1.5,Diesel,yes,2005,Megane,6555
Volkswagen,sedan,150,1.6,Petrol,yes,2001,Bora,6550
Mercedes-Benz,other,215,2.2,Diesel,yes,2000,Vito,6500
Mercedes-Benz,van,450,2.3,Diesel,yes,1996,Vito,6500
Volkswagen,van,290,1.9,Diesel,yes,2004,T5 (Transporter),6500
Volkswagen,other,547,1.9,Diesel,yes,1998,T4 (Transporter),6500
Volkswagen,van,310,1.9,Diesel,yes,1997,T4 (Transporter),6500
Volkswagen,other,385,2.4,Diesel,yes,1997,T4 (Transporter),6500
Volkswagen,van,186,2.8,Petrol,yes,2000,Sharan,6500
Mercedes-Benz,sedan,215,55,Petrol,no,2001,S 55,6500
Mercedes-Benz,sedan,435,3.2,Petrol,yes,1994,S 140,6500
Volkswagen,vagon,101,2,Diesel,yes,2011,Passat B6,6500
Volkswagen,sedan,320,1.9,Diesel,yes,2001,Passat B5,6500
Mitsubishi,crossover,285,2.5,Diesel,yes,1991,Pajero,6500
Renault,vagon,186,1.5,Diesel,yes,2004,Megane,6500
Renault,sedan,170,1.6,Petrol,yes,2004,Megane,6500
Renault,other,406,2.5,Diesel,yes,2004,Master,6500
Mitsubishi,sedan,133,1.6,Petrol,yes,2007,Lancer,6500
Mitsubishi,sedan,152,1.6,Petrol,yes,2007,Lancer,6500
Renault,van,186,1.5,Diesel,yes,2012,Kangoo,6500
Renault,van,127,1.5,Diesel,yes,2011,Kangoo,6500
Volkswagen,sedan,74,2,Petrol,no,2011,Jetta,6500
Volkswagen,hatch,225,1.4,Petrol,yes,2000,Golf IV,6500
Mercedes-Benz,sedan,270,2.8,Gas,yes,1999,E-Class,6500
Mercedes-Benz,other,315,2,Petrol,yes,1996,E-Class,6500
Volkswagen,van,185,NA,Diesel,yes,2006,Caddy,6500
Volkswagen,sedan,190,1.9,Diesel,yes,2006,Caddy,6500
Volkswagen,sedan,212,1.6,Petrol,yes,2003,Bora,6500
Toyota,sedan,248,2,Petrol,yes,2001,Avensis,6500
Audi,sedan,365,4.2,Gas,yes,1995,A8,6500
Audi,sedan,330,2.4,Petrol,yes,1999,A6,6500
Audi,vagon,421,2.5,Diesel,yes,1996,A6,6500
BMW,sedan,388,3.5,Petrol,yes,1998,735,6500
BMW,sedan,1,3,Petrol,yes,1995,730,6500
BMW,sedan,1,3.5,Petrol,yes,1999,535,6500
BMW,sedan,320,3,Gas,yes,2000,530,6500
BMW,sedan,300,2.8,Gas,yes,1997,528,6500
BMW,sedan,335,2.8,Petrol,yes,1996,528,6500
BMW,sedan,298,2.5,Petrol,yes,1998,523,6500
BMW,sedan,311,2,Gas,yes,1998,520,6500
BMW,vagon,377,2,Gas,yes,1998,520,6500
BMW,sedan,272,2.8,Petrol,yes,1996,328,6500
BMW,sedan,280,2,Petrol,yes,1997,320,6500
BMW,other,230,3,Diesel,no,2002,X5,6499
Audi,sedan,270,4.2,Petrol,yes,2000,S8,6499
Renault,van,148,1.5,Diesel,yes,2012,Kangoo,6450
Renault,van,186,1.5,Diesel,yes,2011,Kangoo,6450
Renault,vagon,100,1.5,Diesel,yes,2009,Kangoo,6450
Volkswagen,van,220,NA,Other,yes,2004,Caddy,6450
Mercedes-Benz,van,290,2.2,Diesel,yes,1999,Vito,6400
Volkswagen,van,312,2.5,Diesel,yes,2000,T4 (Transporter),6400
Renault,other,209,1.5,Diesel,yes,2005,Scenic,6400
Renault,sedan,51,1.6,Petrol,yes,2011,Logan,6400
Mitsubishi,sedan,127,1.6,Petrol,yes,2006,Lancer,6400
Renault,van,136,1.5,Diesel,yes,2012,Kangoo,6400
Toyota,sedan,250,3,Gas,yes,1998,Camry,6400
Volkswagen,van,181,2,Diesel,yes,2008,Caddy,6400
Volkswagen,van,305,NA,Diesel,yes,2004,Caddy,6400
Mercedes-Benz,hatch,177,2,Diesel,no,2008,B 200,6400
Audi,sedan,261,1.8,Gas,yes,2000,A6,6400
BMW,other,220,2.5,Petrol,yes,1997,323,6400
Audi,vagon,230,2.5,Diesel,yes,1999,A6,6399
BMW,sedan,282,2,Petrol,yes,1995,520,6399
BMW,crossover,156,4.4,Gas,no,2002,X5,6350
Volkswagen,crossover,213,2.5,Diesel,no,2004,Touareg,6300
Volkswagen,van,1,2.5,Diesel,yes,2000,T4 (Transporter),6300
Renault,vagon,202,1.5,Diesel,yes,2005,Scenic,6300
Volkswagen,vagon,132,2.8,Gas,yes,1995,Passat B4,6300
Mitsubishi,crossover,235,3.2,Diesel,no,2001,Pajero,6300
Renault,sedan,167,1.6,Petrol,yes,2005,Megane,6300
Mitsubishi,sedan,116,1.5,Petrol,yes,2008,Lancer X,6300
Mitsubishi,sedan,126,1.6,Petrol,yes,2006,Lancer,6300
Renault,vagon,125,2,Petrol,yes,2003,Laguna,6300
Renault,van,180,1.5,Diesel,yes,2012,Kangoo,6300
Renault,van,149,1.5,Other,yes,2011,Kangoo,6300
Renault,van,73,1.5,Diesel,yes,2008,Kangoo,6300
Renault,vagon,189,1.5,Diesel,yes,2008,Kangoo,6300
Mitsubishi,sedan,128,NA,Petrol,yes,2007,Colt,6300
BMW,sedan,270,3.5,Petrol,yes,1998,735,6300
BMW,sedan,330,2.5,Petrol,yes,1999,525,6300
BMW,sedan,241,2.8,Gas,yes,1995,328,6300
Renault,van,66,1.5,Diesel,yes,2012,Kangoo,6299
Renault,van,205,1.6,Petrol,yes,2007,Scenic,6250
Volkswagen,hatch,170,1.4,Petrol,yes,2001,Golf IV,6250
Mercedes-Benz,van,196,2.2,Diesel,yes,2002,Vito,6200
Renault,van,228,2.5,Diesel,yes,2005,Trafic,6200
Renault,van,322,NA,Diesel,yes,2001,Trafic,6200
Volkswagen,van,340,1.8,Petrol,yes,1999,Sharan,6200
Mercedes-Benz,sedan,450,4.2,Gas,yes,1997,S 420,6200
Volkswagen,sedan,161,4.2,Gas,no,2004,Phaeton,6200
Renault,sedan,246,1.4,Petrol,yes,2005,Megane,6200
Mitsubishi,sedan,152,1.6,Petrol,yes,2006,Lancer,6200
Mitsubishi,sedan,170,NA,Other,yes,2005,Lancer,6200
Renault,van,122,1.5,Diesel,yes,2007,Kangoo,6200
Mercedes-Benz,sedan,221,1.8,Gas,yes,2004,E-Class,6200
Mercedes-Benz,other,340,2.4,Gas,yes,1998,E-Class,6200
Volkswagen,van,180,2,Diesel,yes,2005,Caddy,6200
Audi,vagon,316,2.6,Gas,yes,1997,A6,6200
Audi,sedan,200,1.8,Petrol,yes,2003,A4,6200
Mitsubishi,sedan,175,1.6,Petrol,yes,2007,Lancer,6150
Renault,sedan,130,1.4,Petrol,yes,2005,Megane,6100
Renault,vagon,130,NA,Diesel,yes,2009,Kangoo,6100
Renault,van,280,90,Diesel,yes,2008,Kangoo,6100
Mercedes-Benz,sedan,300,3.2,Diesel,no,2004,E-Class,6100
Mercedes-Benz,sedan,280,NA,Gas,yes,1999,E-Class,6100
Audi,sedan,305,1.6,Other,yes,1996,A4,6100
BMW,sedan,266,3.5,Petrol,no,1997,535,6100
BMW,sedan,438,2,Gas,yes,1997,320,6100
BMW,sedan,205,1.8,Petrol,yes,2001,316,6100
Mercedes-Benz,van,200,2.2,Diesel,yes,2000,Vito,6000
Mitsubishi,sedan,150,1.8,Gas,yes,2004,Virage,6000
Renault,van,1,1.9,Diesel,yes,2005,Trafic,6000
Volkswagen,van,460,1.9,Diesel,yes,1997,T4 (Transporter),6000
Volkswagen,van,419,2.4,Diesel,yes,1995,T4 (Transporter),6000
Volkswagen,hatch,195,1.2,Gas,yes,2004,Polo,6000
Volkswagen,sedan,271,1.8,Petrol,yes,2000,Passat B5,6000
Volkswagen,vagon,250,5,Diesel,yes,1995,Passat B4,6000
Renault,vagon,225,1.5,Diesel,yes,2004,Megane,6000
Volkswagen,other,1,2.5,Diesel,yes,1999,LT,6000
Renault,van,162,1.4,Petrol,yes,2007,Kangoo,6000
Volkswagen,vagon,284,1.9,Other,yes,2001,Golf IV,6000
Mercedes-Benz,sedan,366,3.2,Gas,yes,1994,E-Class,6000
Mitsubishi,hatch,118,1.3,Petrol,yes,2006,Colt,6000
Volkswagen,van,180,2,Diesel,yes,2008,Caddy,6000
Volkswagen,van,200,2,Diesel,yes,2008,Caddy,6000
Audi,sedan,226,1.8,Petrol,yes,1995,A4,6000
BMW,sedan,300,2.8,Petrol,yes,1996,528,6000
Mercedes-Benz,sedan,350,2,Diesel,yes,1985,200,6000
Volkswagen,van,300,1.8,Gas,yes,1999,Sharan,5999
Mitsubishi,sedan,150,1.6,Petrol,yes,2005,Lancer,5999
Mitsubishi,van,258,NA,Diesel,yes,1999,L 400,5999
Mitsubishi,hatch,108,1.3,Petrol,yes,2006,Colt,5999
Audi,vagon,248,2.5,Diesel,yes,2000,A6,5999
Mercedes-Benz,sedan,400,2,Gas,yes,1998,E-Class,5990
Renault,hatch,200,1.5,Diesel,yes,2005,Megane,5950
Renault,sedan,277,1.5,Diesel,yes,2005,Megane,5950
Renault,van,135,1.5,Diesel,yes,2012,Kangoo,5950
Volkswagen,van,213,1.6,Gas,yes,2008,Caddy,5950
Renault,van,250,1.9,Diesel,yes,2005,Trafic,5900
Mercedes-Benz,crossover,271,2.7,Diesel,no,2003,ML 270,5900
Renault,hatch,171,1.5,Other,yes,2005,Megane,5900
Toyota,crossover,180,3,Diesel,no,2003,Land Cruiser Prado,5900
Mitsubishi,sedan,170,1.6,Petrol,yes,2007,Lancer,5900
Mitsubishi,sedan,142,1.6,Gas,yes,2005,Lancer,5900
Mitsubishi,hatch,92,1.6,Petrol,yes,2003,Carisma,5900
Volkswagen,van,278,1.9,Diesel,yes,2005,Caddy,5900
Volkswagen,sedan,217,2.3,Petrol,yes,1999,Bora,5900
BMW,vagon,220,2.8,Petrol,yes,1995,520,5900
BMW,sedan,10,2.8,Petrol,yes,1989,328,5900
BMW,sedan,390,1.8,Gas,yes,1996,318,5900
BMW,hatch,243,2,Petrol,no,2006,116,5900
Renault,vagon,189,NA,Diesel,no,2012,Megane,5899
Mercedes-Benz,van,240,2.2,Diesel,yes,2001,Vito,5850
Mitsubishi,hatch,130,1.3,Petrol,yes,2005,Colt,5850
BMW,sedan,250,4.5,Gas,yes,2001,745,5850
Mercedes-Benz,van,282,2.2,Diesel,yes,2001,Vito,5800
Mercedes-Benz,van,368,2.2,Diesel,yes,2000,Vito,5800
Mitsubishi,vagon,230,1.6,Petrol,yes,2005,Space Star,5800
Renault,van,217,2,Gas,yes,2003,Scenic,5800
Mercedes-Benz,sedan,366,3.2,Gas,yes,1991,S 320,5800
Mitsubishi,sedan,186,1.6,Petrol,yes,2006,Lancer,5800
Renault,van,143,1.5,Diesel,yes,2007,Kangoo,5800
Renault,van,159,1.5,Diesel,yes,2007,Kangoo,5800
Renault,vagon,200,1.46,Diesel,yes,2008,Grand Scenic,5800
Volkswagen,sedan,200,1.4,Petrol,yes,2000,Golf IV,5800
Mercedes-Benz,sedan,231,2.2,Petrol,yes,1994,E-Class,5800
Toyota,sedan,200,2.2,Petrol,yes,1999,Camry,5800
BMW,sedan,270,4.4,Petrol,yes,1996,540,5800
BMW,other,400,2,Petrol,yes,1998,520,5800
Toyota,hatch,160,1,Petrol,yes,2006,Yaris,5750
Renault,crossover,225,2,Gas,yes,2003,Scenic,5750
Renault,van,275,1.9,Diesel,yes,2002,Trafic,5700
Volkswagen,vagon,199,1.8,Petrol,yes,1999,Sharan,5700
Volkswagen,sedan,300,1.8,Petrol,yes,2001,Passat B5,5700
Mitsubishi,sedan,176,1.6,Petrol,yes,2004,Lancer,5700
Renault,van,180,1.5,Diesel,yes,2007,Kangoo,5700
Mitsubishi,other,230,2,Petrol,yes,2003,Galant,5700
Mitsubishi,other,170,1.3,Petrol,yes,2006,Colt,5700
Mitsubishi,vagon,120,1.3,Petrol,yes,2005,Colt,5700
Audi,vagon,250,2,Diesel,no,2006,A4,5700
BMW,sedan,252,2.5,Diesel,yes,1997,525,5700
Volkswagen,van,258,2.5,Diesel,yes,2001,T4 (Transporter),5699
Renault,hatch,175,99.99,Other,yes,2002,Laguna,5650
Renault,van,140,1.4,Petrol,yes,2009,Kangoo,5650
BMW,sedan,284,2,Petrol,yes,1998,520,5650
Mercedes-Benz,van,480,2.2,Diesel,yes,1999,Vito,5600
Renault,vagon,117,1.5,Diesel,yes,2008,Kangoo,5600
Renault,vagon,112,1.5,Diesel,yes,2006,Kangoo,5600
Renault,vagon,151,1.5,Diesel,yes,2006,Kangoo,5600
Volkswagen,vagon,235,1.4,Petrol,yes,2000,Golf IV,5600
Mercedes-Benz,sedan,230,2.7,Diesel,no,2005,E-Class,5600
Mercedes-Benz,vagon,355,2.5,Diesel,yes,1996,250,5600
Mercedes-Benz,van,260,2.2,Diesel,no,2004,Vito,5500
Mercedes-Benz,other,220,2.2,Diesel,yes,2002,Vito,5500
Mercedes-Benz,other,250,2.2,Diesel,yes,2002,Vito,5500
Mercedes-Benz,van,285,2.3,Diesel,yes,1999,Vito,5500
Mercedes-Benz,van,400,2.3,Diesel,yes,1996,Vito,5500
Volkswagen,van,380,2.4,Diesel,yes,1999,T4 (Transporter),5500
Volkswagen,van,400,1.9,Diesel,yes,1995,T4 (Transporter),5500
Mercedes-Benz,sedan,100,99.99,Petrol,yes,2007,S 550,5500
Toyota,crossover,188,2,Petrol,yes,1999,Rav 4,5500
Mitsubishi,crossover,30,2.5,Diesel,yes,2014,Pajero Sport,5500
Mitsubishi,crossover,1,2,Petrol,yes,1986,Pajero,5500
Renault,sedan,153,1.6,Other,yes,2006,Megane,5500
Mitsubishi,sedan,165,1.6,Petrol,yes,2006,Lancer,5500
Renault,van,160,1.5,Diesel,yes,2005,Kangoo,5500
Mercedes-Benz,sedan,250,2.2,Diesel,no,2003,E-Class,5500
Mercedes-Benz,sedan,250,2.7,Diesel,no,2003,E-Class,5500
Mercedes-Benz,sedan,199,NA,Petrol,yes,2000,E-Class,5500
Mercedes-Benz,sedan,360,2,Gas,yes,1994,E-Class,5500
Mercedes-Benz,sedan,269,2.2,Petrol,yes,1994,E-Class,5500
Mercedes-Benz,sedan,440,2,Petrol,yes,1978,E-Class,5500
BMW,sedan,200,3.5,Gas,yes,1998,535,5500
BMW,sedan,249,NA,Other,yes,1995,530,5500
BMW,sedan,402,2,Petrol,yes,1988,520,5500
BMW,crossover,250,3,Petrol,no,2003,X5,5400
Volkswagen,other,314,2.4,Diesel,yes,1993,T4 (Transporter),5400
Renault,sedan,96,1.4,Petrol,yes,2007,Symbol,5400
Mitsubishi,van,300,1.6,Petrol,yes,2002,Space Star,5400
Renault,vagon,181,1.5,Diesel,no,2010,Megane,5400
Mitsubishi,sedan,200,1.6,Gas,yes,2005,Lancer,5400
Volkswagen,vagon,250,1.6,Petrol,yes,2003,Golf IV,5400
Volkswagen,hatch,320,1.4,Petrol,yes,2002,Golf IV,5400
Mercedes-Benz,other,300,3.2,Gas,yes,1997,E-Class,5400
BMW,sedan,404,2.5,Petrol,yes,1992,525,5400
Mercedes-Benz,sedan,285,2.2,Diesel,no,2002,220,5400
Mercedes-Benz,van,212,2.2,Diesel,yes,2000,Vito,5300
Mercedes-Benz,van,244,2.2,Diesel,yes,2000,Vito,5300
Volkswagen,van,505,2.4,Diesel,yes,1995,T4 (Transporter),5300
Volkswagen,sedan,270,1.8,Gas,yes,1997,Passat B5,5300
Volkswagen,vagon,259,1.6,Gas,yes,1995,Passat B4,5300
Renault,van,145,1.5,Other,yes,2010,Kangoo,5300
Mercedes-Benz,sedan,380,3,Diesel,yes,1995,E-Class,5300
Mitsubishi,hatch,240,1.8,Petrol,yes,2000,Carisma,5300
Audi,other,370,1.8,Petrol,yes,1997,A6,5300
Audi,other,182,2.5,Diesel,no,2002,A4,5300
BMW,sedan,147,2.2,Gas,no,2001,320,5300
BMW,sedan,204,1.8,Petrol,yes,1993,318,5300
Volkswagen,van,260,1.9,Diesel,no,2005,Touran,5200
Volkswagen,van,442,2.4,Diesel,yes,1992,T4 (Transporter),5200
Renault,sedan,160,1.4,Gas,yes,2008,Symbol,5200
Mercedes-Benz,van,400,2.9,Diesel,yes,1999,Sprinter 210,5200
Mitsubishi,van,200,1.6,Petrol,yes,2003,Space Star,5200
Volkswagen,vagon,248,2,Diesel,no,2005,Passat B6,5200
Mercedes-Benz,sedan,370,2,Petrol,yes,1997,E-Class,5200
Mercedes-Benz,sedan,432,3,Diesel,yes,1992,E-Class,5200
Mercedes-Benz,other,220,3.2,Petrol,no,2004,CLK 320,5200
Volkswagen,van,235,2,Diesel,yes,2005,Caddy,5200
Audi,sedan,250,1.8,Other,yes,1996,A4,5200
Volkswagen,van,240,2,Diesel,yes,2005,Caddy,5150
